Artist,Track,Playcount,Album,Duration,Listeners,Tags,Artist URL,Track URL
Karthik,Oru Thooval,122,Love Story,278000,29,[],https://www.last.fm/music/karthik,https://www.last.fm/music/karthik/_/oru%2bthooval
Karthik,Adhigora Choodu,100,Unknown,0,29,[],https://www.last.fm/music/karthik,https://www.last.fm/music/karthik/_/adhigora%2bchoodu
Karthik,Ini Oru Kaalathe,48,Unknown,0,29,[],https://www.last.fm/music/karthik,https://www.last.fm/music/karthik/_/ini%2boru%2bkaalathe
Karthik,Oka Konte Pillane,55,Unknown,0,29,[],https://www.last.fm/music/karthik,https://www.last.fm/music/karthik/_/oka%2bkonte%2bpillane
Karthik,Thakka Thayya,233,Alex Pandian (Original Motion Picture Soundtrack) - EP,308000,28,[],https://www.last.fm/music/karthik,https://www.last.fm/music/karthik/_/thakka%2bthayya
Karthik,Iravugalil,127,Unknown,204000,28,[],https://www.last.fm/music/karthik,https://www.last.fm/music/karthik/_/iravugalil
Karthik,Idhi Nijamey,92,Unknown,218000,28,[],https://www.last.fm/music/karthik,https://www.last.fm/music/karthik/_/idhi%2bnijamey
Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",89259,Unknown,0,17966,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/naatu%2bnaatu%2b%2528from%2b%2522rrr%2522%2529
Rahul Sipligunj,Naatu Naatu,26330,Hushaaru,0,4990,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/naatu%2bnaatu
Rahul Sipligunj,"Naattu Koothu (From ""Rrr"")",8022,Unknown,0,1556,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/naattu%2bkoothu%2b%2528from%2b%2522rrr%2522%2529
Rahul Sipligunj,Paala Pitta,2530,Unknown,0,411,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/paala%2bpitta
Rahul Sipligunj,Bombhaat,1477,Unknown,243000,359,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/bombhaat
Rahul Sipligunj,Pedda Puli,1089,Unknown,0,327,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/pedda%2bpuli
Rahul Sipligunj,Ranga Ranga Rangasthalaana,1685,Rangasthalam,305000,269,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/ranga%2branga%2brangasthalaana
Rahul Sipligunj,Bonalu,537,Unknown,251000,217,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/bonalu
Rahul Sipligunj,"Mana Jathiratnalu (From ""Jathi Ratnalu"")",1111,Trending 2021 Hits,251000,211,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/mana%2bjathiratnalu%2b%2528from%2b%2522jathi%2bratnalu%2522%2529
Rahul Sipligunj,Iraga Iraga,821,Unknown,242000,190,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/iraga%2biraga
Rahul Sipligunj,Glassmates,467,Unknown,0,185,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/glassmates
Rahul Sipligunj,Naattu Koothu,538,Unknown,0,184,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/naattu%2bkoothu
Rahul Sipligunj,Nee Kannulu - Telugu,505,Unknown,0,174,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/nee%2bkannulu%2b-%2btelugu
Rahul Sipligunj,Drunk and Drive,829,Chalo (Original Motion Picture Soundtrack),0,171,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/drunk%2band%2bdrive
Rahul Sipligunj,"Glassmates (From ""Chitralahari"")",488,Unknown,0,153,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/glassmates%2b%2528from%2b%2522chitralahari%2522%2529
Rahul Sipligunj,"Ranga Ranga Rangasthalaana (From ""Rangasthalam"")",440,Mega Powerful Telugu Hits Songs,305000,137,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/ranga%2branga%2brangasthalaana%2b%2528from%2b%2522rangasthalam%2522%2529
Rahul Sipligunj,Nee Kannulu,546,Savaari,177000,134,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/nee%2bkannulu
Rahul Sipligunj,"Halli Naatu (From ""Rrr"")",349,"Halli Naatu (From ""Rrr"")",214000,130,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/halli%2bnaatu%2b%2528from%2b%2522rrr%2522%2529
Rahul Sipligunj,Mana Jathiratnalu,616,Jathi Ratnalu,251000,123,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/mana%2bjathiratnalu
Rahul Sipligunj,Singilu Singilu,223,Unknown,0,81,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/singilu%2bsingilu
Rahul Sipligunj,"Dhoom Dhaam (From ""Dasara"")",570,Unknown,0,80,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/dhoom%2bdhaam%2b%2528from%2b%2522dasara%2522%2529
Rahul Sipligunj,"Dosth Ante Nuvve Ra (From ""Nachindi Girl Friendu"")",125,"Dosth Ante Nuvve Ra (From ""Nachindi Girl Friendu"") [Original Motion Picture Soundtrack] - Single",72000,80,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/dosth%2bante%2bnuvve%2bra%2b%2528from%2b%2522nachindi%2bgirl%2bfriendu%2522%2529
Rahul Sipligunj,Naatu Naatu Cover Song,101,Naatu Naatu Cover Song,156000,66,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/naatu%2bnaatu%2bcover%2bsong
Rahul Sipligunj,Urike Cheli Chilaka,187,Unknown,195000,64,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/urike%2bcheli%2bchilaka
Rahul Sipligunj,Maakkikirkiri,102,Maakkikirkiri,317000,59,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/maakkikirkiri
Rahul Sipligunj,Jaataro Jaatara - Telugu,88,Unknown,0,54,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/jaataro%2bjaatara%2b-%2btelugu
Rahul Sipligunj,"Wah Wah Mere Bava (From ""30 Rojullo Preminchadam Ela"")",71,Best of Anup Rubens Birthday Special,226000,47,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/wah%2bwah%2bmere%2bbava%2b%2528from%2b%252230%2brojullo%2bpreminchadam%2bela%2522%2529
Rahul Sipligunj,Daawath,55,Daawath - Single,245000,45,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/daawath
Rahul Sipligunj,Ding Dong,92,Unknown,0,44,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/ding%2bdong
Rahul Sipligunj,Halli Naatu,97,Unknown,0,42,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/halli%2bnaatu
Rahul Sipligunj,Nuvvaitavra Langa,208,Pressure Cooker,231000,39,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/nuvvaitavra%2blanga
Rahul Sipligunj,Nippai Ragile,128,RX 100 (Original Motion Picture Soundtrack),208000,38,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/nippai%2bragile
Rahul Sipligunj,Thakita Thakita,51,Unknown,0,37,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/thakita%2bthakita
Rahul Sipligunj,Doorame,35,Doorame,283000,34,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/doorame
Rahul Sipligunj,"Thakita Thakita (From ""Prati Roju Pandaage"")",88,Unknown,0,33,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/thakita%2bthakita%2b%2528from%2b%2522prati%2broju%2bpandaage%2522%2529
Rahul Sipligunj,Paye Paye,89,Unknown,0,32,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/paye%2bpaye
Rahul Sipligunj,You Are My Love,69,Paagal,0,32,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/you%2bare%2bmy%2blove
Rahul Sipligunj,"Singilu Singilu - From ""90ML""",42,Unknown,0,31,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/singilu%2bsingilu%2b-%2bfrom%2b%252290ml%2522
Rahul Sipligunj,Chichhaa's Ka Ganesh,35,Chichhaa's Ka Ganesh,243000,31,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/chichhaa%2527s%2bka%2bganesh
Rahul Sipligunj,Mayare,39,Urvasivo Rakshasivo (Original Motion Picture Soundtrack) - EP,221000,29,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/mayare
Rahul Sipligunj,Happy Happy,46,Unknown,228000,28,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/happy%2bhappy
Rahul Sipligunj,Nuvvaitavra Langa - Telugu,79,Unknown,0,26,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/nuvvaitavra%2blanga%2b-%2btelugu
Rahul Sipligunj,Bandi Thiyy,47,Ichata Vahanumulu Niluparadu (feat. Sushanth & Meenakshii Chaudhary) [Original Motion picture Soundtrack] - EP,0,22,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/bandi%2bthiyy
Rahul Sipligunj,"Premey Ledhu - From ""Kanabadutaledu""",29,"Premey Ledhu (From ""Kanabadutaledu"") - Single",281000,22,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/premey%2bledhu%2b-%2bfrom%2b%2522kanabadutaledu%2522
Rahul Sipligunj,Prema Katha Chitramidi,54,Prema Katha Chithram,200000,21,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/prema%2bkatha%2bchitramidi
Rahul Sipligunj,Dillore,43,Unknown,0,21,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/dillore
Rahul Sipligunj,Em Maya Chesave,32,Unknown,0,21,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/em%2bmaya%2bchesave
Rahul Sipligunj,Dil Dil Dil,36,Chinnadana Neekosam (Original Motion Picture Soundtrack),242000,19,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/dil%2bdil%2bdil
Rahul Sipligunj,Modatti Saari,22,Doosukeltha (Original Motion Picture Soundtrack),295000,19,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/modatti%2bsaari
Rahul Sipligunj,"Cute Baby (From ""Nachindi Girl Friendu"")",29,"Cute Baby (From ""Nachindi Girl Friendu"") [Original Motion Picture Soundtrack] - Single",202000,18,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/cute%2bbaby%2b%2528from%2b%2522nachindi%2bgirl%2bfriendu%2522%2529
Rahul Sipligunj,Chittinadumu,28,Unknown,0,16,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/chittinadumu
Rahul Sipligunj,Hey Indu,28,MLA (Original Motion Picture Soundtrack),0,16,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/hey%2bindu
Rahul Sipligunj,"Yinipinchukoru Yinipinchukoru - From ""90ML""",29,Unknown,0,16,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/yinipinchukoru%2byinipinchukoru%2b-%2bfrom%2b%252290ml%2522
Rahul Sipligunj,College Song (From “Lucky Lakshman”),18,Unknown,0,16,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/college%2bsong%2b%2528from%2b%25e2%2580%259clucky%2blakshman%25e2%2580%259d%2529
Rahul Sipligunj,"Paye Paye (From ""Falaknuma Das"")",48,Unknown,0,15,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/paye%2bpaye%2b%2528from%2b%2522falaknuma%2bdas%2522%2529
Rahul Sipligunj,"Podhala Podhala Gatla Naduma - From ""Rangamarthanda""",20,Unknown,0,15,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/podhala%2bpodhala%2bgatla%2bnaduma%2b-%2bfrom%2b%2522rangamarthanda%2522
Rahul Sipligunj,"Frustration Song (From ""Slum Dog Husband"")",19,Unknown,0,15,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/frustration%2bsong%2b%2528from%2b%2522slum%2bdog%2bhusband%2522%2529
Rahul Sipligunj,"Modatti Saari (From ""Doosukeltha"")",28,Golden Melodies Telugu,295000,14,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/modatti%2bsaari%2b%2528from%2b%2522doosukeltha%2522%2529
Rahul Sipligunj,Kallalloki Kallupettestu,44,Unknown,0,13,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/kallalloki%2bkallupettestu
Rahul Sipligunj,Premey Ledhu,31,Unknown,0,13,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/premey%2bledhu
Rahul Sipligunj,Aaha Kalyanam - Telugu,33,Unknown,0,13,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/aaha%2bkalyanam%2b-%2btelugu
Rahul Sipligunj,"1980,81,82",54,Savyasachi (Original Motion Picture Soundtrack),146000,12,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/1980%252c81%252c82
Rahul Sipligunj,Srujana Innava - Telugu,20,Unknown,0,12,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/srujana%2binnava%2b-%2btelugu
Rahul Sipligunj,Alcohol Anthem,16,Unknown,0,12,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/alcohol%2banthem
Rahul Sipligunj,Velloddey Velloddey,15,Unknown,0,12,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/velloddey%2bvelloddey
Rahul Sipligunj,Krishnaveni,41,Orey Bujjiga BGM (Original Motion Picture Soundtrack) - EP,226000,11,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/krishnaveni
Rahul Sipligunj,Mama Vaddura,34,Unknown,0,11,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/mama%2bvaddura
Rahul Sipligunj,"Shuruvaaye (From ""Rebels of Thupakulagudem"")",11,Unknown,0,11,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/shuruvaaye%2b%2528from%2b%2522rebels%2bof%2bthupakulagudem%2522%2529
Rahul Sipligunj,Pori Superoo,66,Unknown,0,9,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/pori%2bsuperoo
Rahul Sipligunj,Merupula Merisina,16,Unknown,249000,9,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/merupula%2bmerisina
Rahul Sipligunj,ABCDEFG,12,Unknown,0,9,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/abcdefg
Rahul Sipligunj,Ladi Ladi,12,Unknown,0,9,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/ladi%2bladi
Rahul Sipligunj,Orangeu Orangeu,12,Orange - EP,234000,9,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/orangeu%2borangeu
Rahul Sipligunj,Daawat Song,10,Unknown,0,9,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/daawat%2bsong
Rahul Sipligunj,Nuvvu Superey Nenu Superey,9,Unknown,0,9,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/nuvvu%2bsuperey%2bnenu%2bsuperey
Rahul Sipligunj,"Vellipoye (From ""O Saathiya"")",14,Unknown,0,8,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/vellipoye%2b%2528from%2b%2522o%2bsaathiya%2522%2529
Rahul Sipligunj,Chutta Beedi,9,Unknown,0,8,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/chutta%2bbeedi
Rahul Sipligunj,Dham Dham Dham,15,Kondapolam (Original Motion Picture Soundtrack) - EP,282000,7,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/dham%2bdham%2bdham
Rahul Sipligunj,You Are My Darlingo,15,Unknown,0,7,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/you%2bare%2bmy%2bdarlingo
Rahul Sipligunj,Dil Dil Dil [www.AtoZmp3.in],16,Unknown,0,7,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/dil%2bdil%2bdil%2b%255bwww.atozmp3.in%255d
Rahul Sipligunj,"Chinni Choodu Chinni (From ""Mr. King"")",9,Unknown,0,7,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/chinni%2bchoodu%2bchinni%2b%2528from%2b%2522mr.%2bking%2522%2529
Rahul Sipligunj,"Paye Paye - From ""Falaknuma Das""",8,Unknown,0,7,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/paye%2bpaye%2b-%2bfrom%2b%2522falaknuma%2bdas%2522
Rahul Sipligunj,Single Kingulam,17,Unknown,0,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/single%2bkingulam
Rahul Sipligunj,Brother Sister Mother Father,11,Unknown,0,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/brother%2bsister%2bmother%2bfather
Rahul Sipligunj,"Naatu Naatu (From ""Hushaaru"")",10,Pakka Local Hits Of Rahul Sipligunj,103000,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/naatu%2bnaatu%2b%2528from%2b%2522hushaaru%2522%2529
Rahul Sipligunj,Singilu Singilu DJ Song,10,90ML (Original Motion Picture Soundtrack),0,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/singilu%2bsingilu%2bdj%2bsong
Rahul Sipligunj,Life Ante Itta Vundaala,8,Unknown,0,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/life%2bante%2bitta%2bvundaala
Rahul Sipligunj,Black And White Raja,8,Unknown,0,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/black%2band%2bwhite%2braja
Rahul Sipligunj,Ye Shadiyaana,8,Petta (Hindi) (Original Motion Picture Soundtrack),174000,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/ye%2bshadiyaana
Rahul Sipligunj,"Vey Dharuvey (Title Song) [From ""Vey Dharuvey""]",6,"Vey Dharuvey (Title Song) [From ""Vey Dharuvey""] - Single",230000,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/vey%2bdharuvey%2b%2528title%2bsong%2529%2b%255bfrom%2b%2522vey%2bdharuvey%2522%255d
Rahul Sipligunj,"O Mama O Mama (From ""Grandhalayam"")",6,"O Mama O Mama (From ""Grandhalayam"") [Original Motion Picture Soundtrack] - Single",242000,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/o%2bmama%2bo%2bmama%2b%2528from%2b%2522grandhalayam%2522%2529
Rahul Sipligunj,Snehithudiki Kovela Kattu,6,Unknown,281000,6,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/snehithudiki%2bkovela%2bkattu
Rahul Sipligunj,Medha Medhappa,27,Gatta Kusthi (Original Motion Picture Soundtrack),210000,5,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/medha%2bmedhappa
Rahul Sipligunj,Atto Attamma Koothuro,10,Unknown,0,5,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/atto%2battamma%2bkoothuro
Rahul Sipligunj,Galli ka Ganesh,8,Unknown,0,5,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/galli%2bka%2bganesh
Rahul Sipligunj,Ghallu Ghalluna Ravayya,7,Unknown,0,5,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/ghallu%2bghalluna%2bravayya
Rahul Sipligunj,Wah Wah Mere Bava,7,30 Rojullo Preminchadam Ela,226000,5,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/wah%2bwah%2bmere%2bbava
Rahul Sipligunj,Dhammu,9,Unknown,0,5,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/dhammu
Rahul Sipligunj,Saami Lingo - Telugu,5,Unknown,0,5,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/saami%2blingo%2b-%2btelugu
Rahul Sipligunj,Baby,13,Baby,231000,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/baby
Rahul Sipligunj,Nuvvevare,13,Nuvvevare,258000,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/nuvvevare
Rahul Sipligunj,[iSongs.info] 02- Ranga Ranga Rangasthalana,14,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/%255bisongs.info%255d%2b02-%2branga%2branga%2brangasthalana
Rahul Sipligunj,Singilu Singilu Dj Remix,10,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/singilu%2bsingilu%2bdj%2bremix
Rahul Sipligunj,Prema Katha Chithram,9,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/prema%2bkatha%2bchithram
Rahul Sipligunj,Vaastu Bagunde,14,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/vaastu%2bbagunde
Rahul Sipligunj,Dintana [www.AtoZmp3.in],12,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/dintana%2b%255bwww.atozmp3.in%255d
Rahul Sipligunj,Ranga Ranga Rangasthalaana [www.AtoZmp3.co],8,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/ranga%2branga%2brangasthalaana%2b%255bwww.atozmp3.co%255d
Rahul Sipligunj,"Kallalloki Kallupettestu - From ""Kotha Janta""",7,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/kallalloki%2bkallupettestu%2b-%2bfrom%2b%2522kotha%2bjanta%2522
Rahul Sipligunj,Kottu Kottu - Telugu,5,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/kottu%2bkottu%2b-%2btelugu
Rahul Sipligunj,Chal Chal Edhi Heroisam,4,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/chal%2bchal%2bedhi%2bheroisam
Rahul Sipligunj,"Single Kingulam (From ""A1 Express"")",4,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/single%2bkingulam%2b%2528from%2b%2522a1%2bexpress%2522%2529
Rahul Sipligunj,Ranga Ranga Rangasthala,4,Rangasthala (Original Motion Picture Soundtrack) - EP,262000,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/ranga%2branga%2brangasthala
Rahul Sipligunj,One And Only Lion,4,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/one%2band%2bonly%2blion
Rahul Sipligunj,"Boss Mama - From ""Tagite Tandana""",4,Unknown,0,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/boss%2bmama%2b-%2bfrom%2b%2522tagite%2btandana%2522
Rahul Sipligunj,Yellow Yellow Dirty Fellow,4,Speedunnodu,90000,4,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/yellow%2byellow%2bdirty%2bfellow
Rahul Sipligunj,Neelavenini Edipinchina Bullabbayi,53,Unknown,0,3,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/neelavenini%2bedipinchina%2bbullabbayi
Rahul Sipligunj,Celebrity,12,ABCD - American Born Confused Desi,222000,3,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/celebrity
Rahul Sipligunj,Prema Katha Chitramidi [www.AtoZmp3.Net],11,Unknown,0,3,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/prema%2bkatha%2bchitramidi%2b%255bwww.atozmp3.net%255d
Rahul Sipligunj,[iSongs.info] 03 - Pedda Puli,5,Unknown,0,3,[],https://www.last.fm/music/rahul%2bsipligunj,https://www.last.fm/music/rahul%2bsipligunj/_/%255bisongs.info%255d%2b03%2b-%2bpedda%2bpuli
